0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
TIC 284475976,tic284475976,,,,,,,,,wasp48,1swaspj192438.98+552823.3,2massj19243895+5528233,wisej192438.96+552823.0,,,,
TIC 28448711,tic28448711,,,,,,,,,kepler512,2massj19530455+4855002,kic11259686,koi294,wisej195304.54+485500.2,,,
TIC 28448998,tic28448998,,,,,,,,,kepler313,2massj19531078+4846316,kic11153121,koi1647,wisej195310.79+484631.3,,,
TIC 28450124,tic28450124,,,,,,,,,kepler918,2massj19524817+4816042,kic10879038,koi1641,wisej195248.17+481604.2,,,
TIC 285048486,tic285048486,,,,,,,,,toi1728,2massj08022653+6447489,tic285048486,wisej080226.72+644749.5,,,,
TIC 285272237,tic285272237,,,,,,,,,hatp38,2massj02213197+3214461,gsc0231400559,horna,wisej022132.01+321445.9,,,
TIC 286865921,tic286865921,,,,,,,,,wasp83,1swaspj124036.51191703.4,2massj124036501917032,tyc61076631,wisej124036.47191703.5,,,
TIC 289793076,tic289793076,,,,,,,,,hats13,2massj210750752605479,gsc692800497,wisej210750.75260548.1,,,,
TIC 290005350,tic290005350,,,,,,,,,kepler897,2massj19222084+5141449,kic12602568,koi1583,wisej192220.83+514144.8,,,
TIC 290032428,tic290032428,,,,,,,,,kepler391,2massj19222923+5103262,kic12306058,koi2541,wisej192229.24+510326.4,,,
TIC 290033595,tic290033595,,,,,,,,,kepler1525,2massj19221428+4956348,kic11760860,koi3892,wisej192214.26+495634.4,,,
TIC 290034635,tic290034635,,,,,,,,,kepler1473,2massj19223277+4859458,kic11241912,koi3346,wisej192232.79+485946.3,,,
TIC 290034960,tic290034960,,,,,,,,,kepler1352,2massj19224649+4842053,kic11135308,koi2805,wisej192246.50+484205.2,,,
TIC 290035455,tic290035455,,,,,,,,,kepler286,2massj19224227+4817394,kic10858691,koi1306,wisej192242.28+481739.2,,,
TIC 290131778,tic290131778,,,,,,,,,hd202772a,2massj211847862636578,sao190219,tic290131778,toi123,wisej211847.86263658.4,,
TIC 291685334,tic291685334,,,,,,,,,qatar7,2massj23540364+3701185,wisej235403.63+370118.6,,,,,
TIC 291751373,tic291751373,,,,,,,,,qatar3,2massj23563647+3612466,wisej235636.47+361246.4,,,,,
TIC 292152376,tic292152376,,,,,,,,,hatp32,2massj02041028+4641162,hatp32a,tyc3281008001,wisej020410.27+464116.1,,,
TIC 293435336,tic293435336,wisej014631.88+024201.5,,,,,,,,wasp76,1swaspj014631.86+024202.0,2massj01463185+0242019,bd+01316,gsc0003200111,sao110122,tyc321111,wasp76a
TIC 29344935,tic29344935,,,,,,,,,hats14,2massj205251712541144,gsc692600259,wisej205251.71254114.4,,,,
TIC 293612446,tic293612446,,,,,,,,,k2260,2massj05072816+1652037,epic246911830,wisej050728.15+165203.7,,,,
TIC 293687315,tic293687315,,,,,,,,,kelt18,2massj14260576+5926393,bd+601538,gsc0386501173,kelt18a,sao29143,tyc386511731,wisej142605.74+592639.4
TIC 294301883,tic294301883,,,,,,,,,wasp55,1swaspj133501.94173012.7,2massj133501941730124,epic212300977,tyc6125001131,wasp55a,wisej133501.96173012.7,
TIC 29857954,tic29857954,,,,,,,,,toi172,2massj210631652641333,tic29857954,tyc6932003011,wisej210631.65264133.9,,,
TIC 298785034,tic298785034,,,,,,,,,kepler1246,2massj19103777+4858557,kic11236244,koi2460,wisej191037.74+485855.8,,,
TIC 298834019,tic298834019,,,,,,,,,kepler113,2massj19115949+5056395,kic12252424,koi153,wisej191159.48+505639.2,,,
TIC 298834402,tic298834402,,,,,,,,,kepler1448,2massj19112817+5035441,kic12055539,koi3261,wisej191128.16+503544.0,,,
TIC 298836607,tic298836607,,,,,,,,,kepler844,2massj19112585+4846268,kic11129738,koi1427,wisej191125.86+484626.4,,,
TIC 298837729,tic298837729,,,,,,,,,kepler195,2massj19122903+4758000,kic10656823,koi598,,,,
TIC 298892283,tic298892283,,,,,,,,,kepler1530,2massj19123900+4809545,kic10788461,koi3925,wisej191238.99+480954.5,,,
TIC 298896336,tic298896336,,,,,,,,,kepler50,2massj19122420+5002013,kic11807274,koi262,wisej191224.21+500201.2,,,
TIC 298897851,tic298897851,,,,,,,,,kepler1193,2massj19123474+5116322,kic12401863,koi2331,wisej191234.72+511632.3,,,
TIC 298897924,tic298897924,,,,,,,,,kepler1248,2massj19121423+5121160,kic12454461,koi2463,wisej191214.22+512115.9,,,
TIC 298962633,tic298962633,,,,,,,,,kepler1449,2massj19125561+5034043,kic12056139,koi3262,wisej191255.61+503404.2,,,
TIC 298965827,tic298965827,,,,,,,,,kepler1588,2massj19125585+4800078,kic10722485,koi4312,wisej191255.85+480007.8,,,
TIC 298969755,tic298969755,,,,,,,,,kepler155,2massj19135899+5104550,kic12302530,koi438,wisej191358.98+510454.5,,,
TIC 298969838,tic298969838,,,,,,,,,kepler413,2massj19140254+5109448,kic12351927,koi7522,kepler413aa,wisej191402.52+510944.7,,
TIC 299028607,tic299028607,,,,,,,,,kepler1563,2massj19141766+5128219,kic12505503,koi4190,wisej191417.65+512821.9,,,
TIC 299029323,tic299029323,,,,,,,,,kepler1047,2massj19143510+5047203,kic12154526,koi2004,wisej191435.09+504720.3,,,
TIC 299030246,tic299030246,,,,,,,,,kepler443,2massj19142653+4958070,kic11757451,koi4745,wisej191426.51+495806.8,,,
TIC 299030528,tic299030528,,,,,,,,,kepler885,2massj19143877+4944139,kic11656246,koi1532,wisej191438.77+494413.8,,,
TIC 299032517,tic299032517,,,,,,,,,kepler375,2massj19142829+4805542,kic10723367,koi2236,wisej191428.29+480553.9,,,
TIC 299032847,tic299032847,,,,,,,,,kepler117,2massj19151032+4802248,kic10723750,koi209,wisej191510.33+480224.6,,,
TIC 299033074,tic299033074,,,,,,,,,kepler812,2massj19152526+4812307,kic10854768,koi1309,wisej191525.26+481230.6,,,
TIC 299033092,tic299033092,,,,,,,,,kepler664,2massj19150117+4813343,kic10854555,koi755,wisej191501.17+481334.2,,,
TIC 299033164,tic299033164,,,,,,,,,kepler1099,2massj19145999+4816378,kic10854546,koi2104,wisej191459.99+481637.5,,,
TIC 299087490,tic299087490,,,,,,,,,kepler468,2massj19153653+4922137,kic11449844,koi125,wisej191536.53+492213.5,,,
TIC 299087968,tic299087968,,,,,,,,,kepler594,2massj19154118+4945433,kic11656721,koi541,wisej191541.18+494543.2,,,
TIC 299089652,tic299089652,,,,,,,,,kepler858,2massj19152367+5112325,kic12403119,koi1478,wisej191523.70+511232.5,,,
TIC 299096355,tic299096355,,,,,,,,,kepler16,2massj19161817+5145267,gsc0355401147,kic12644769,koi1611,kepler16a,wisej191618.18+514526.2,
TIC 299153388,tic299153388,,,,,,,,,kepler1327,2massj19161556+5027395,kic12008872,koi2729,wisej191615.52+502739.4,,,
TIC 299154193,tic299154193,,,,,,,,,kepler1023,2massj19160713+4946109,kic11656918,koi1945,wisej191607.12+494610.8,,,
TIC 299156353,tic299156353,,,,,,,,,kepler807,2massj19160484+4807113,kic10790387,koi1288,wisej191604.83+480711.2,,,
TIC 299156496,tic299156496,,,,,,,,,kepler809,2massj19162007+4801052,kic10724369,koi1302,wisej191620.07+480105.0,,,
TIC 299158566,tic299158566,,,,,,,,,kepler347,2massj19164790+4918205,kic11450414,koi1992,wisej191647.89+491820.4,,,
TIC 299158887,tic299158887,,,,,,,,,kepler63,2massj19165428+4932535,kic11554435,koi63,wisej191654.29+493253.6,,,
TIC 299159378,tic299159378,,,,,,,,,kepler997,2massj19165600+4956201,kic11758544,koi1883,wisej191656.00+495620.0,,,
TIC 299160628,tic299160628,,,,,,,,,kepler1217,2massj19164480+5056152,kic12254378,koi2387,wisej191644.80+505615.2,,,
TIC 299161524,tic299161524,,,,,,,,,kepler682,2massj19162693+5144145,kic12644822,koi791,wisej191626.93+514414.3,,,
TIC 299217801,tic299217801,,,,,,,,,kepler895,2massj19170975+5124320,kic12506770,koi1577,wisej191709.77+512432.2,,,
TIC 299217895,tic299217895,,,,,,,,,kepler1334,2massj19171475+5119151,kic12456601,koi2745,wisej191714.75+511915.1,,,
TIC 299217986,tic299217986,,,,,,,,,kepler681,2massj19173593+5115011,kic12404086,koi788,,,,
TIC 299218299,tic299218299,,,,,,,,,kepler869,2massj19174190+5059388,kic12254792,koi1506,wisej191741.88+505938.9,,,
TIC 299218775,tic299218775,,,,,,,,,kepler1082,2massj19172608+5035545,kic12058147,koi2072,wisej191726.08+503554.4,,,
TIC 299218776,tic299218776,,,,,,,,,kepler373,2massj19173311+5035493,kic12058204,koi2218,wisej191733.11+503549.2,,,
TIC 299219860,tic299219860,,,,,,,,,kepler1481,2massj19174535+4943523,kic11657614,koi3370,wisej191745.35+494352.3,,,
TIC 299220166,tic299220166,,,,,,,,,kepler426,2massj19174431+4928242,kic11502867,koi195,wisej191744.31+492824.3,,,
TIC 305048087,tic305048087,,,,,,,,,toi237,2massj233258242924540,tic305048087,wisej233258.39292457.7,,,,
TIC 306362738,tic306362738,,,,,,,,,wasp49,2massj060421461657550,tyc593620861,wasp49a,wisej060421.50165755.3,,,
TIC 306996324,tic306996324,,,,,,,,,toi776,2massj115418393733097,lp96153,nltt28903,tic306996324,wisej115418.61373311.4,,
TIC 307210830,tic307210830,,,,,,,,,l9859,2massj081807636818468,tic307210830,toi175,tyc919323651,wisej081807.80681850.2,,
TIC 308098254,tic308098254,,,,,,,,,wasp162,1swaspj111310.29173928.1,2massj111310281739280,wisej111310.30173927.9,,,,
TIC 308172249,tic308172249,,,,,,,,,wasp135,1swaspj174908.40+295244.9,2massj17490839+2952447,wisej174908.38+295244.6,,,,
TIC 310003988,tic310003988,,,,,,,,,wasp113,2massj14592946+4657364,wisej145929.47+465736.3,,,,,
TIC 311035838,tic311035838,,,,,,,,,hatp3,2massj13442258+4801432,dombay,hatp3a,tyc3466008191,wisej134422.57+480142.9,,
TIC 311408969,tic311408969,,,,,,,,,hatp55,2massj17370562+2543522,gsc208000517,wisej173705.63+254352.1,,,,
TIC 315002523,tic315002523,,,,,,,,,hats26,2massj093942442835081,gsc661401083,wisej093942.43283508.0,,,,
TIC 31858843,tic31858843,,,,,,,,,wasp123,2massj191754883251400,tyc74275811,wasp123a,wisej191755.01325136.3,,,
TIC 320004517,tic320004517,wisej193308.72543157.3,,,,,,,,hd183579,2massj193308575431564,cpd549398,hip96160,sao246154,tic320004517,toi1055,tyc8765001001
TIC 320798691,tic320798691,,,,,,,,,hatp31,2massj18060904+2625359,tyc2099009081,wisej180609.04+262535.8,,,,
TIC 321668398,tic321668398,,,,,,,,,wasp150,2massj17370314+5301165,tic321668398,tyc38894281,wisej173703.12+530116.5,,,
TIC 322307342,tic322307342,,,,,,,,,hats68,2massj010001415854172,wisej010001.44585417.0,,,,,
TIC 32487566,tic32487566,,,,,,,,,wasp26,1swaspj001824.70151602.3,2massj001824691516022,tyc5839008761,wasp26a,wisej001824.71151602.5,,
TIC 32499655,tic32499655,,,,,,,,,hats44,2massj053718422758214,gsc649700040,wisej053718.42275821.2,,,,
TIC 32949762,tic32949762,,,,,,,,,wasp160b,2massj055043052737233,wisej055043.08273723.7,,,,,
TIC 333605244,tic333605244,,,,,,,,,k2203,2massj005105700111452,epic220170303,wisej005105.68011145.1,,,,
TIC 33521996,tic33521996,,,,,,,,,hats6,2massj055235231901539,wisej055235.23190153.9,,,,,
TIC 33595516,tic33595516,,,,,,,,,toi849,2massj015451692925186,tic33595516,tyc643111581,wisej015451.76292518.1,,,
TIC 336266673,tic336266673,,,,,,,,,kepler438,2massj18463499+4157039,kic6497146,koi3284,wisej184634.98+415704.0,,,
TIC 336732544,tic336732544,,,,,,,,,hats62,2massj204947832418124,wisej204947.83241812.5,,,,,
TIC 336732616,tic336732616,,,,,,,,,hats3,2massj204949782425436,tyc6926004541,wisej204949.78242543.4,,,,
TIC 339522221,tic339522221,,,,,,,,,hats35,2massj194645186333561,gsc908900775,wisej194645.21633356.2,,,,
TIC 339672028,tic339672028,,,,,,,,,toi481,2massj072202995723054,cd571712,cpd571206,sao235148,tic339672028,tyc8559006231,wisej072203.03572305.8
TIC 341694238,tic341694238,,,,,,,,,pots1,2massj133426136634520,wisej133426.04663452.1,,,,,
TIC 346338552,tic346338552,,,,,,,,,hatp1,2massj22574684+3840302,bd+374734s,sao72884,wisej225746.84+384029.7,,,
TIC 347329162,tic347329162,,,,,,,,,wasp56,1swaspj121327.90+230320.2,2massj12132790+2303205,wasp56a,wisej121327.86+230320.4,,,
TIC 349827430,tic349827430,wisej104738.21+713920.6,,,,,,,,kelt24,2massj10473836+7139211,bd+72502,hd93148,hip52796,sao7206,tic349827430,tyc4388016521
TIC 35022727,tic35022727,,,,,,,,,hatp25,2massj03134450+2511506,wisej031344.50+251150.5,,,,,
TIC 350293646,tic350293646,,,,,,,,,wasp84,2massj08442570+0151361,gsc0021100706,tyc2117061,wisej084425.68+015135.7,,,
TIC 350737935,tic350737935,,,,,,,,,kepler620,2massj19243825+5120055,kic12459913,koi602,wisej192438.24+512005.3,,,
TIC 350738817,tic350738817,,,,,,,,,kepler572,2massj19245305+5034526,kic12061222,koi484,wisej192453.07+503452.8,,,
TIC 350810559,tic350810559,,,,,,,,,kepler372,2massj19250148+4915322,kic11401767,koi2195,wisej192501.48+491532.2,,,
TIC 350810590,tic350810590,,,,,,,,,kepler36,2massj19250004+4913545,kic11401755,koi277,wisej192500.03+491354.5,,,
TIC 350810654,tic350810654,,,,,,,,,kepler1089,2massj19242225+4911242,kic11348997,koi2090,wisej192422.25+491124.4,,,
TIC 350811132,tic350811132,,,,,,,,,kepler1442,2massj19250134+4850490,kic11189311,koi3220,wisej192501.34+485048.9,,,
TIC 350812580,tic350812580,,,,,,,,,kepler551,2massj19015641+4803155,kic10717241,koi430,wisej190156.41+480315.6,,,
TIC 350813835,tic350813835,,,,,,,,,kepler668,2massj19015982+4916384,kic11391957,koi765,wisej190159.82+491638.2,,,
TIC 350813882,tic350813882,,,,,,,,,kepler1596,2massj19021380+4919482,kic11444514,koi4371,wisej190213.81+491948.3,,,
TIC 350814607,tic350814607,,,,,,,,,kepler968,2massj19022460+5006433,kic11853878,koi1833,wisej190224.61+500643.3,,,
TIC 350814622,tic350814622,,,,,,,,,kepler4,2massj19022767+5008087,kic11853905,koi7,wisej190227.69+500808.7,,,
TIC 350987771,tic350987771,,,,,,,,,kepler1675,2massj18551428+4102284,kic5770074,koi1928,wisej185514.28+410228.5,,,
TIC 351056774,tic351056774,,,,,,,,,kepler753,2massj19273678+3754082,kic2715135,koi1024,,,,
TIC 351060274,tic351060274,,,,,,,,,kepler1110,2massj19271392+3837217,kic3546060,koi2126,wisej192713.91+383721.8,,,
TIC 351062058,tic351062058,,,,,,,,,kepler1553,2massj19274059+3901201,kic3955817,koi4117,wisej192740.59+390119.9,,,
TIC 351063265,tic351063265,,,,,,,,,kepler331,2massj19272023+3918264,kic4263293,koi1895,wisej192720.24+391826.4,,,
TIC 351072172,tic351072172,,,,,,,,,kepler996,2massj19273906+4132009,kic6205228,koi1882,wisej192739.07+413201.1,,,
TIC 351188824,tic351188824,,,,,,,,,kepler810,2massj19462756+4804575,kic10744335,koi1304,wisej194627.56+480457.3,,,
TIC 351190880,tic351190880,,,,,,,,,kepler1232,2massj19461201+4906083,kic11360805,koi2422,,,,
TIC 351191596,tic351191596,,,,,,,,,kepler1519,2massj19464029+4927426,kic11518142,koi3762,wisej194640.29+492742.6,,,
TIC 351192037,tic351192037,,,,,,,,,kepler535,2massj19461599+4941465,kic11621223,koi355,wisej194615.98+494146.2,,,
TIC 351766445,tic351766445,,,,,,,,,kepler1629,2massj18404958+4346274,kic7935997,koi5447,wisej184049.59+434627.5,,,
TIC 351766517,tic351766517,,,,,,,,,kepler1286,2massj18410201+4350087,kic8004903,koi2594,wisej184102.00+435008.7,,,
TIC 351766604,tic351766604,,,,,,,,,kepler1445,2massj18405986+4354542,kic8073705,koi3245,wisej184059.87+435454.0,,,
TIC 351801933,tic351801933,,,,,,,,,kepler601,2massj18480110+4210355,kic6665695,koi561,wisej184801.12+421035.3,,,
TIC 351803452,tic351803452,,,,,,,,,kepler961,2massj18480851+4337525,kic7870032,koi1818,wisej184808.51+433752.5,,,
TIC 351803495,tic351803495,,,,,,,,,kepler880,2massj18475309+4340219,kic7869917,koi1525,wisej184753.09+434022.0,,,
TIC 351898154,tic351898154,,,,,,,,,kepler311,2massj18481470+4705077,kic10055126,koi1608,wisej184814.70+470507.8,,,
TIC 351908051,tic351908051,,,,,,,,,kepler811,2massj19014182+4750046,kic10586208,koi1308,wisej190141.80+475004.4,,,
TIC 351909600,tic351909600,,,,,,,,,kepler736,2massj19013391+4610513,kic9513865,koi943,wisej190133.93+461051.5,,,
TIC 351909828,tic351909828,,,,,,,,,kepler838,2massj19014452+4558336,kic9391506,koi1410,wisej190144.55+455834.2,,,
TIC 351910733,tic351910733,,,,,,,,,kepler1067,2massj19013297+4502565,kic8804845,koi2039,wisej190132.96+450256.5,,,
TIC 351911398,tic351911398,,,,,,,,,kepler1604,2massj19013855+4424439,kic8416523,koi4441,wisej190138.55+442444.2,,,
TIC 352007758,tic352007758,,,,,,,,,kepler211,2massj19014539+4310065,kic7509886,koi678,wisej190145.38+431006.6,,,
TIC 352011765,tic352011765,,,,,,,,,kepler1460,2massj19021387+4400388,kic8151055,koi3298,wisej190213.86+440038.9,,,
TIC 352011875,tic352011875,,,,,,,,,kepler91,2massj19024148+4407002,kic8219268,koi2133,wisej190241.49+440700.3,,,
TIC 352012126,tic352012126,,,,,,,,,kepler779,2massj19023084+4418392,kic8351704,koi1146,kepler779a,wisej190230.84+441838.8,,
TIC 352012975,tic352012975,,,,,,,,,kepler649,2massj19023742+4504464,kic8805348,koi695,wisej190237.40+450446.1,,,
TIC 352013543,tic352013543,,,,,,,,,kepler730,2massj19021315+4534438,kic9141746,koi929,wisej190213.15+453443.7,,,
TIC 352013661,tic352013661,,,,,,,,,kepler1126,2massj19024607+4541218,kic9205938,koi2162,wisej190246.07+454121.8,,,
TIC 353459965,tic353459965,,,,,,,,,hatp15,2massj04245952+3927382,berehinya,wisej042459.54+392738.1,,,,
TIC 35516889,tic35516889,,,,,,,,,wasp19,1swaspj095340.13453933.1,2massj095340084539330,wisej095340.04453932.8,,,,
TIC 355703913,tic355703913,,,,,,,,,hats34,2massj000305876228096,gsc884001777,wisej000305.86622809.6,,,,
TIC 356473034,tic356473034,,,,,,,,,xo2n,2massj07480647+5013328,tyc3413000051,wisej074806.43+501331.2,,,,
TIC 358516596,tic358516596,,,,,,,,,kelt8,2massj18531332+2407385,gsc0210900049,hd343246,tyc2109491,wds18533+2407,wisej185313.24+240737.6,
TIC 35857242,tic35857242,,,,,,,,,wasp138,1swaspj024633.37002750.0,2massj024633380027501,wisej024633.38002750.6,,,,
TIC 360022783,tic360022783,,,,,,,,,kepler757,2massj19464330+4123114,kic6060203,koi1059,wisej194643.31+412311.5,,,
TIC 360742636,tic360742636,,,,,,,,,hats33,2massj193832075519483,gsc877801635,wisej193832.07551948.7,,,,
TIC 36105482,tic36105482,,,,,,,,,corot24,2massj064741410343094,corotid300001097,wisej064741.41034309.4,,,,
TIC 36352297,tic36352297,,,,,,,,,corot1,2massj064819170306077,corotexo1,corotid102890318,wisej064819.16030607.6,,,
TIC 363851359,tic363851359,,,,,,,,,hats54,2massj132232374441196,wisej132232.37444119.6,,,,,
TIC 36440357,tic36440357,,,,,,,,,corot4,2massj064846710040219,corotexo4,corotid102912369,wisej064846.70004021.9,,,
TIC 366410512,tic366410512,,,,,,,,,k298,2massj08255719+1130402,epic211391664,wisej082557.17+113040.0,,,,
TIC 366411016,tic366411016,,,,,,,,,k2180,2massj08255135+1014491,epic211319617,wisej082551.41+101448.1,,,,
TIC 366443426,tic366443426,,,,,,,,,hip41378,2massj08262784+1004493,bd+101799,epic211311380,k293,sao97816,tyc0800013251,wisej082627.81+100449.3
TIC 366528389,tic366528389,,,,,,,,,k2181,2massj08301297+1054371,epic211355342,wisej083012.98+105436.7,,,,
TIC 366568760,tic366568760,,,,,,,,,k297,2massj08310308+1050513,epic211351816,wisej083103.08+105051.2,,,,
TIC 366576758,tic366576758,,,,,,,,,k2114,2massj08313191+1155202,epic211418729,wisej083131.90+115520.1,,,,
TIC 366631954,tic366631954,,,,,,,,,k2182,2massj08404327+1058585,epic211359660,wisej084043.22+105858.6,,,,
TIC 36724087,tic36724087,,,,,,,,,ltt3780,2massj101835161142599,g16244,lp72954,tic36724087,toi732,wisej101834.88114302.8,
TIC 36734222,tic36734222,,,,,,,,,wasp43,2massj101938000948225,wisej101937.97094822.9,,,,,
TIC 367366318,tic367366318,wisej051310.93+331904.8,,,,,,,,kelt7,2massj05131092+3319054,bd+33977,gsc239300852,hd33643,hip24323,sao57753,tyc2393008521
TIC 369455629,tic369455629,,,,,,,,,wasp182,1swasp204641.58414915.2,2massj204641564149151,tyc79713101,wisej204641.58414915.4,,,
TIC 370133522,tic370133522,,,,,,,,,gj1252,2massj202742105627262,l21070,lhs492,ltt8083,tic370133522,toi1078,
TIC 371234684,tic371234684,,,,,,,,,hatp9,2massj07204044+3708263,tyc2463002811,tevel,wisej072040.44+370826.2,,,
TIC 371443216,tic371443216,wisej095019.19660650.1,bring1,,,,,,,mascara4,2massj095019206606500,cd65821,cpd651169,hd85628,hd85628a,tic371443216,tyc895411191
TIC 37168957,tic37168957,,,,,,,,,corot18,2massj063241370001537,wisej063241.37000153.7,,,,,
TIC 37348844,tic37348844,,,,,,,,,ngts10,2massj060729332535417,tic37348844,wisej060729.33253541.6,,,,
TIC 373693175,tic373693175,,,,,,,,,hatp36,2massj12330390+4454552,gsc0302002221,tyc3020022211,tuiren,wisej123303.89+445455.2,,
TIC 377064495,tic377064495,,,,,,,,,toi561,2massj09524454+0612589,tic377064495,tyc24315281,wisej095244.46+061258.2,,,
TIC 37718056,tic37718056,,,,,,,,,wasp158,1swaspj001635.09105834.9,2massj001635111058351,wisej001635.11105835.1,,,,
TIC 377780790,tic377780790,,,,,,,,,kepler10,2massj19024305+5014286,kic11904151,koi72,wisej190243.03+501429.1,,,
TIC 377781254,tic377781254,,,,,,,,,kepler1479,2massj19025086+4942239,kic11651712,koi3363,wisej190250.87+494224.1,,,
TIC 377782148,tic377782148,,,,,,,,,kepler1673,2massj19024010+4843104,kic11126381,koi1863,wisej190240.11+484310.5,,,
TIC 377782184,tic377782184,,,,,,,,,kepler592,2massj19030976+4840597,kic11073351,koi537,wisej190309.78+484059.6,,,
TIC 377782363,tic377782363,,,,,,,,,kepler230,2massj19025244+4830210,kic11018648,koi759,wisej190252.45+483020.9,,,
TIC 377782430,tic377782430,,,,,,,,,kepler813,2massj19023904+4826073,kic10964440,koi1310,wisej190239.04+482607.3,,,
TIC 377873569,tic377873569,,,,,,,,,kepler1658,2massj19372557+3856505,kic3861595,koi4,tyc31356521,wisej193725.57+385650.4,,
TIC 377909730,tic377909730,,,,,,,,,kepler304,2massj19374602+4033273,kic5371776,koi1557,wisej193746.01+403327.4,,,
